Nom;Sigle;dep.;Ville;Joueurs;Age;Jeune;Sénior;Vétéran;  N  ;  R  ;  D  ;  P  ; NC ;Matchs;Points;Ecole
Font Romeu Badminton;FRB;66;Font-Romeu-Odeillo-Via;28;25.4;4;20;4;2;5;6;10;5;157;7847.15;0
Fontenay Badminton Club;FOBAC;85;Fontenay-le-Comte;23;32.7;5;8;10;;3;13;2;5;53;1548.92;0
FOYER LAIQUE DE SAINT MARC;FLSM;29;Brest;99;23.4;47;29;23;5;17;14;22;41;263;25297.5;310
F.l. Lanester-Badminton Club;FLLBC;56;Lanester;166;26.2;62;57;47;5;26;16;36;83;362;35443.4;300
Foyer Laique Keryado Badminton Lorient;FLKBAD;56;Lorient;35;40.8;1;12;22;;3;17;10;5;101;1268.7;0
Loos'Bad;FLB;62;Loos-en-Gohelle;50;21.0;27;16;7;;;6;26;18;5;319.99;0
Fusion Lanvaux Argoët Monter-Bad Elven;FLAME;56;Elven-Monterblanc;124;24.6;63;22;39;;8;21;35;60;142;4567.03;318
Foyer Des Jeunes De Joinville;FJJ;974;Saint-Denis;0;0.0;0;0;0;;;;;;0;0;0
Fjep Lempdes Badminton;FJEP63;63;Lempdes;0;0.0;0;0;0;;;;;;0;0;0
Flume Ille Badminton;FIB;35;Saint-Grégoire;443;26.7;164;144;135;21;60;76;90;196;888;153863;833
Foyer d'Education Populaire Saint Agnant-Badminton;FEP;17;Saint-Agnant;14;28.0;8;1;5;;;;2;12;0;1.87;0
F D V Marchiennes;FDVM;59;Marchiennes;120;24.2;52;34;34;5;27;19;25;44;399;31562.4;482
Les Fous du Volant de Létra;FDVL69;69;Létra;0;0.0;0;0;0;;;;;;0;0;0
Les Fous Du Volant Herlies;FDVH;59;Herlies;84;29.0;30;22;32;;1;9;38;36;137;881.19;190
Les Fous du Volant de l'Eyrieux;FDVE07;07;Saint-Sauveur-de-Montagut;8;42.1;1;2;5;;;4;3;1;0;141.3;0
Fous Du Volant Ambarrois;FDVA01;01;Ambérieu-en-Bugey;180;24.7;89;34;57;1;4;26;47;102;123;5507.57;414
Les Fous Du Volant;FDVA;33;Arsac;48;29.0;18;12;18;1;2;1;4;40;4;4818.5;125
Les Fous Du Volant Charmes;FDV;88;Charmes;80;22.5;43;18;19;;;21;26;33;123;989.15;621
Les Fous Du Volant La Meilleraie;FDV;85;La Meilleraie-Tillay;12;25.7;4;5;3;;;;10;2;12;33.08;0
Les Fous Volants de la Doire;FDV;15;Saint-Cernin;28;26.0;9;10;9;;;;6;22;0;23.94;0
Fous Du Volant Thann;FDV;68;Thann;0;0.0;0;0;0;;;;;;0;0;375
Foyer Culturel et Sportif Parnans;FCSP26;26;Parnans;30;31.1;9;5;16;;;5;12;13;12;408.44;0
Foyer Culturel Laique De Feytiat;FCLF;87;Feytiat;104;25.2;56;17;31;;7;26;35;36;165;3960.57;500
Les Bauzibads;FCB;31;Fonbeauzard;53;28.6;17;15;21;;;5;19;29;20;187.96;0
Festibad Strasbourg;FBD;67;Strasbourg;40;36.6;0;17;23;;;8;17;15;13;480.78;0
Faucigny Badminton Club;FBC74;74;Saint-Pierre et Bonneville;180;25.1;81;45;54;;2;21;46;111;50;1437.76;300
Feurs Badminton Club;FBC42;42;Feurs;108;27.0;45;22;41;;2;12;27;67;109;1091.6;145
Fontanil Bad.club;FBC38;38;Fontanil-Cornillon;67;43.6;1;12;54;;;;;67;0;0;0
Flers Badminton;FB;61;Flers;38;32.4;8;8;22;;;5;15;18;25;214.78;0
Fruges Badminton;FB;62;Fruges;18;26.2;6;7;5;;;1;7;10;0;102.06;0
Foyer Art et Loisirs Manslois Badminton;FALMBAD;16;Mansle;39;25.1;15;11;13;;6;2;14;17;33;2971.18;135
FAEC Badminton;FAECB;55;Clermont-en-Argonne;35;20.3;22;5;8;;2;13;12;8;115;774.87;0
L'Envolant d'Entzheim;EVE;67;Entzheim;76;33.0;20;20;36;;;13;13;50;29;373.35;235
Essor Du Val Clair;EVC;14;Bretteville-sur-Laize;68;22.4;43;6;19;;1;8;12;47;12;555.47;0
Entente Sportive Vernoucelloise - Badminton;ESVCBAD;77;Vernou-la-Celle-sur-Seine;105;24.2;54;17;34;;1;11;43;50;57;1122.54;0
Entente Sportive De Vitry;ESV;94;Vitry-sur-Seine;144;24.0;65;42;37;3;16;11;28;86;156;17667.3;387
Ent.spor.st Lambert Tennis/bad;ESSLTB;49;St Lambert Des Levees;30;40.3;0;8;22;;;7;16;7;43;305.87;0
Ent.spor.st Lambert tennis/bad;ESSLTB;49;Saint-Lambert;0;0.0;0;0;0;;;;;;0;0;0
Entente Sport. Segre Haut Anjou;ESSHA;49;Segré;0;0.0;0;0;0;;;;;;0;0;0
Espace Sportif Sucy Badminton;ESSB;94;Sucy-en-Brie;165;31.3;51;39;75;;3;25;47;90;82;1473.19;251
Entente Sportive De Sartrouville;ESS;78;Sartrouville;201;25.9;88;56;57;;5;30;52;114;133;3725.87;473
Esperance Sportive De Stains;ESS;93;Stains;0;0.0;0;0;0;;;;;;0;0;0
Etoile Sportive De Roquevaire;ESR;13;Roquevaire;0;0.0;0;0;0;;;;;;0;0;0
Entente Sport. Perray En Y.;ESPBAD78;78;Le Perray-en-Yvelines;48;36.1;12;5;31;;;7;17;24;15;405.19;180
Entente Saint Pierraise de Badminton;ESPBAD;76;Saint-Pierre-lès-Elbeuf;87;22.6;46;25;16;1;8;13;24;41;50;6942.18;281
Entente Sportive Pire Badminton;ESP;35;Piré-sur-Seiche;13;38.6;0;2;11;;;;10;3;3;91.67;0
E. S. Nogent Le Roi;ESNBAD;28;Nogent-le-Roi;77;26.0;38;13;26;;;15;15;47;25;642.87;235
Etoile Sportive Nouzilly Badminton;ESNBA;37;Nouzilly;39;21.5;26;4;9;;;2;10;27;5;48.94;202
Entente Sport. Nanterre;ESN;92;Nanterre;100;35.0;5;49;46;;1;8;36;55;32;617.07;245
Entente Sportive Maintenon Pierres;ESMP;28;Maintenon/Pierres;87;28.6;32;14;41;;6;17;19;45;85;2964.84;165
Entente Spo.municipale De G.o;ESMGO;76;Gonfreville-l'Orcher;61;31.9;17;17;27;;;3;13;45;0;123.21;105
Entente Sportive Magnanvilloise Badminton;ESMBAD;78;Magnanville;66;37.0;8;23;35;;;;7;59;0;7.37;0
Etoile Sportive Du Marais Bad;ESMBA;85;Challans;137;23.1;74;30;33;;12;29;26;70;369;8568.89;471
Entente Sport. Montgeron;ESM;91;Montgeron;177;26.8;72;47;58;;12;12;42;111;21;5468.73;365
Etoile Sportive Lavalloise;ESL;53;Laval;37;36.0;0;20;17;;;4;18;15;57;297.7;0
ESH Badminton;ESH.BAD;50;La Haye-Pesnel;0;0.0;0;0;0;;;;;;0;0;0
Eveil Sportif Genas Azieu;ESGA69;69;Genas;150;30.6;47;39;64;;6;15;43;86;52;2150.85;222
Entente Sportive Gatinaise;ESG;45;Dordives;48;28.3;24;2;22;;;5;23;20;9;286.83;0
Entente Sportive Falaisienne;ESF;14;Falaise;131;22.7;69;28;34;6;12;7;17;89;254;27983.1;542
Evol. Sport. Cult. 15eme;ESCXV;75;Paris;91;33.3;1;62;28;;7;15;16;53;104;3565.07;0
Escpo Badminton;ESCPOBAD;10;Piney;43;22.7;27;2;14;;;6;16;21;0;303.73;255
Etoile Sportive de Cheverny et Cour-Cheverny;ESCCC;41;Cour-Cheverny;54;23.2;31;8;15;;4;10;17;23;107;1836;299
Entente Sportive Craon Badminton;ESCB;53;Craon;76;22.9;45;12;19;;4;13;37;22;173;2169.98;432
Ent. Sport. Cult. 11eme;ESC11;75;Paris;129;27.0;52;33;44;;18;23;33;55;165;9975.75;185
Etoile Sportive Colombienne;ESC;92;Colombes;140;29.0;44;47;49;;2;11;25;102;53;810.06;242
Ent. Sport. Badminton Courrieres;ESBC;62;Courrières;30;31.2;9;7;14;;;3;11;16;10;127.86;0
Entente Sportive Blanquefortaise Badminton;ESBB;33;Blanquefort;147;31.5;57;25;65;6;26;23;30;62;137;34230.8;365
Etoile Sport De Bad A Buxerolles;ESBB;86;Buxerolles;171;29.6;47;63;61;3;23;29;43;73;229;28040.7;323
Entente Sportive Bonchampoise;ESBB;53;Bonchamp-lès-Laval;86;24.3;37;23;26;;2;17;27;40;186;1726.96;285
Elan Sorinières Badminton;ESB;44;Les Sorinières;206;29.7;71;55;80;;16;19;51;120;148;6059.58;278
ESA BADMINTON;ESA;18;Aubigny-sur-Nère;24;28.5;10;3;11;;;5;10;9;33;239.58;265
Entente Sportive Aumaloise;ESA;76;Aumale;25;33.6;6;6;13;;;;10;15;0;58.18;155
Ent Sportive 2 Badminton;ES2B;68;Bollwiller-Cernay-Staffelfelden;208;24.1;98;55;55;13;20;56;28;91;487;51353.7;780
Ernolsheim Badminton Club;ERNOBAD;67;Ernolsheim-Bruche;47;24.3;27;4;16;;;;1;46;0;0.94;0
Education Physique Populaire Gervaisienne Bad;EPPGBAD;93;Le Pré-Saint-Gervais;56;24.9;29;7;20;;;2;17;37;0;136.54;0
Entente Haut Allier / Allagnon;ENTENTE;43;Brioude;28;36.2;5;8;15;;1;2;9;16;0;318.14;0
Entente Nord Alsace Badminton;ENABAD;67;Brumath/Bischwiller/Hoerdt/;234;25.1;109;54;71;4;28;62;45;95;380;29821.1;841
Etoile Montaud;EMBA42;42;Saint-Étienne;147;26.9;46;65;36;;6;7;52;82;123;3698.8;240
Esp. Loisirs Sportifs Herouville;ELSH.B;14;Hérouville-Saint-Clair;12;18.5;11;0;1;;;;;12;0;0;110
ELS (Envermeu Loisirs Sport);ELS;76;Envermeu;41;26.4;15;15;11;;1;8;15;17;0;556.78;145
Esperance La Bouexiere;ELB;35;La Bouëxière;64;23.8;30;18;16;3;9;8;28;16;106;15678.8;382
Ecole Internationale de Badminton;EIBAD;94;Fresnes;0;0.0;0;0;0;;;;;;0;0;0
Eveil De Contres;EDC;41;Contres;52;32.3;17;9;26;;10;10;14;18;44;6646.72;145
Elan De Chevilly-Larue;ECL;94;Chevilly-Larue;0;0.0;0;0;0;;;;;;0;0;0
Espace Collegien Badminton;ECB;77;Collégien;59;29.9;16;20;23;;;10;14;35;3;378.34;0
Les Emplumes Cornimont;EC;88;Cornimont;0;0.0;0;0;0;;;;;;0;0;270
Entente badminton Royan Saint Georges;EBRSG;17;Royan;71;29.7;21;21;29;2;16;7;16;30;152;17086.7;0
Ecole De Badminton Paris Sport;EBPS12;75;Paris;253;21.4;142;71;40;;6;10;79;158;126;3716.93;739
Enjoy Bad Pays Granvillais;EBPG;50;Granville;53;18.7;31;19;3;;1;10;15;27;89;552.22;205
Entente De Bad.de Pierrelatte;EBP26;26;Pierrelatte;40;30.6;9;18;13;;3;7;11;19;55;1653.94;150
Esprit Bad. Neuilly-plaisance;EBNP;93;Neuilly-Plaisance;94;32.2;29;18;47;;;3;28;63;16;244.82;0
Entente Badminton Corbas;EBC69;69;Corbas;194;27.8;82;38;74;;13;37;63;81;451;5590.65;512
Ermont Badminton Club;EBC;95;Ermont;358;28.2;120;111;127;13;35;54;80;176;503;85987.5;837
Ecrouves Badminton Club;EBC;54;Écrouves;19;32.1;2;10;7;1;4;5;8;1;49;4816.39;0
Epernay Badminton;EBC;51;Épernay;111;28.6;38;31;42;;3;16;20;72;164;1882.42;350
Elan Badminton Club Champagné;EBC;72;Champagné;54;22.1;33;5;16;;2;4;22;26;39;1333.7;0
Eu Badminton Club;EBC;76;Eu;53;26.9;25;11;17;;1;3;8;41;0;392.7;0
Entrammes Badminton Club;EBC;53;Entrammes;15;35.5;3;2;10;;;2;6;7;12;108.71;0
En Avant Colmar Badminton;EACB;68;Colmar;109;28.3;40;35;34;;5;15;25;64;143;2016.68;190
Entente Sportive Bruges Badminton;E.S.B.B.;33;Bruges;134;27.6;48;39;47;;11;13;15;95;73;7544.72;250
Darvoy Jargeau St denis de l hotel Badminton;DJSBAD;45;Darvoy;164;27.5;56;55;53;;4;13;42;105;47;1238.86;195
DIONY'BAD REUNION;DBR;974;Saint-Denis;63;41.8;1;16;46;;6;9;27;21;0;2470.14;0
Dommartemont Badminton Club;DBC;54;Dommartemont;120;26.7;40;43;37;10;16;18;27;49;245;61692.3;220
Doller Badminton Club;DBC;68;Masevaux;76;24.1;38;18;20;;6;20;18;32;76;4226.72;240
Draguignan Badminton Club;DBC;83;Draguignan;74;24.9;32;20;22;;6;4;16;48;31;3214.74;0
Dieppe Badminton Club;DBC;76;Dieppe;24;24.0;13;5;6;;2;4;11;7;10;927.41;185
Draveil Badminton Club;DBC;91;Draveil;122;25.1;57;27;38;;1;14;31;76;0;819.24;378
Don Bosco Badminton Nantes;DBBN;44;Nantes;270;28.6;62;126;82;;39;44;66;121;424;21154.9;388
Dassault Sports;DAS;92;Suresnes;17;39.5;0;6;11;;;2;14;1;0;239.47;0
Club Yenne Badminton;CYB73;73;Yenne;59;29.3;24;7;28;;2;11;25;21;27;1055.86;296
CVN Bad;CVNBAD;30;Grand Ales;116;21.1;65;30;21;;13;20;29;54;264;10414;514
Ligue CENTRE-VAL DE LOIRE;CVDL;18;Bourges;9074;27.8;3413;2376;3285;100;395;1077;2583;4919;9613;789777;0
Club Vercilho de Badminton;CVB86;86;Verrières - Lhommaizé - Civaux;42;28.6;16;9;17;;;5;20;17;23;314.74;0
Clermont Universite Club;CUC;63;Clermont-Ferrand;256;22.7;96;126;34;10;15;36;66;129;343;62084.3;635
Club Ungersheimois de Badminton;CUB;68;Ungersheim;4;43.2;0;1;3;;;;2;2;10;5.32;0
Club Sportif Villedieu Badminton;CSVB;50;Villedieu-les-Poêles;0;0.0;0;0;0;;;;;;0;0;0
Champagne sur Seine Badminton;CSSB;77;Champagne-sur-Seine;31;38.8;1;10;20;;;;6;25;0;7.91;0
Club Sportif Royen Badminton;CSRB;80;Roye;24;26.3;9;7;8;;;6;4;14;26;186.39;0
C. S. Reichstett 71 badminton;CSR71BAD;67;Reichstett;12;43.7;0;4;8;;;4;6;2;0;173.78;0
Club des Sports des Portes du Mercantour;CSPM;06;VALBERG;23;37.4;0;10;13;;1;4;11;7;78;614.16;0
Club Sportif Pertuisien;CSP;84;Pertuis;73;34.3;15;21;37;;8;20;31;14;248;3604.11;0
Csm Sully/loire Badminton;CSMSB;45;Sully-sur-Loire;57;26.6;21;21;15;;1;12;22;22;76;1364.87;0
Club Sport. Mult. Gennevillois;CSMG;92;Gennevilliers;75;27.2;28;26;21;1;8;18;14;34;176;7518.17;0
Club Sport. Mun. Eaubonne;CSME;95;Eaubonne;167;26.8;54;68;45;4;24;20;33;86;273;21360.2;376
Club Sptf Monterelais Badminton;CSMB;77;Montereau-Fault-Yonne;40;26.2;19;8;13;;1;6;8;25;8;414.52;303
Club Sportif Multisports 20eme;CSM20;75;Paris;162;33.3;1;104;57;10;44;32;27;49;296;72456;295
CSLG Badminton Ajaccio;CSLGBAD;20;Ajaccio;4;32.8;0;3;1;;1;3;;;0;284.43;0
Cercle St Jean - Badminton;CSJBAD;57;Augny;58;30.2;14;22;22;;11;12;18;17;97;9943.39;160
Club Sportif Eguzonnais section Badminton;CSEBAD;36;Éguzon-Chantôme;23;28.3;9;4;10;;;;2;21;0;3.62;0
Club Sportif CTS - section Badminton;CSCTS;67;Strasbourg;13;46.1;0;1;12;;;1;11;1;5;79.95;0
Club Sportif De Courtry Badminton;CSCB;77;Courtry;108;27.8;33;38;37;10;10;23;26;39;179;48949.5;226
Club Sportif De Clichy Badminton;CSC92;92;Clichy;181;28.8;28;110;43;;12;23;28;118;29;5078.66;0
C. Sportif Badminton Wittelsheim;CSBW;68;Wittelsheim;218;27.7;91;44;83;2;26;47;40;103;292;21887.6;480
Chalon-sur-Saône Badminton Club;CSBC;71;Chalon-sur-Saône;129;27.3;38;53;38;4;19;28;32;46;316;20787.7;312
Club Sportif de Badminton Cloyes sur le Loir;CSBC;28;Cloyes-sur-le-Loir;8;39.5;0;2;6;;;3;5;;19;190.07;0
Club Sportif Bellac Badminton;CSBBAD;87;Bellac;30;27.5;11;6;13;;7;3;10;10;52;2650.25;0
Club Sportif De Beauvoir De Marc;CSBB38;38;Beauvoir-de-Marc;20;33.4;6;4;10;;2;8;8;2;10;1112.3;0
Cercle Sportif Badminton Bry;CSBB;94;Bry-sur-Marne;154;29.3;53;44;57;2;9;11;33;99;72;9370.29;195
Club Sportif de Badminton Asniérois;CSBA;92;Asnières-sur-Seine;286;27.6;88;118;80;;7;32;48;199;60;4151.27;330
Cs Betton Badminton;CSB;35;Betton;160;30.9;48;40;72;;5;24;42;89;67;2994.06;215
Comité Sportif Bouraillais;CSB;988;Bourail;18;34.9;2;8;8;;;3;7;8;0;89.39;0
Club Sportif Braytois- Badminton;CSB;77;Bray-sur-Seine;0;0.0;0;0;0;;;;;;0;0;0
Csag badminton Mourmelon;CSAG51;51;Mourmelon;0;0.0;0;0;0;;;;;;0;0;0
C Sportif et Artistique du Fort du Kremlin Bicêtre;CSAFKB;94;Le Kremlin-Bicêtre;41;23.4;26;1;14;;;3;7;31;0;133.15;0
Csa-esog Badminton Chatellerault;CSAD.C;86;Châtellerault;17;29.3;0;12;5;;;10;3;4;62;502.62;0
Club Sportif et Artistique du CNSD;CSACNSD;77;Fontainebleau;39;35.4;2;23;14;;2;12;17;8;11;876.07;0
Club Sportif Artistique et Culturel Vauban;CSAC;59;Lille;0;0.0;0;0;0;;;;;;0;0;0
CSA Badminton;CSABAD;27;Les Andelys;22;38.9;1;4;17;;;4;9;9;10;187.77;0
CSA de la Valbonne;CSA.LV;01;Béligneux;8;40.2;0;3;5;;;3;5;;49;154.95;0
Club Sportif Ambertois Badminton;CSA;63;Ambert;53;28.5;19;13;21;;;9;12;32;60;354.77;0
Championnet Sports;CS;75;Paris;48;32.2;4;28;16;;;1;23;24;30;106.19;0
Club Rislois De Badminton;CRB;27;Pont-Audemer;98;26.9;42;26;30;2;7;10;18;61;47;10282.6;115
Les Craquettes Du Ried;CR;67;Hilsenheim;88;25.5;36;23;29;;3;11;20;54;17;1166.59;225
CPS Xtrem Bad;CPS10;75;Paris;231;25.5;86;83;62;;32;53;68;78;449;20970.7;430
Cercle Paul Bert Badminton;CPB;35;Rennes;99;31.2;19;39;41;;6;26;39;28;39;2615.21;0
Club Omnisport Wattrelosien;COW;59;Wattrelos;78;27.1;33;20;25;;8;14;24;32;196;2942.66;275
C O Verquigneul Badminton;COVB;62;Verquigneul;82;24.8;37;22;23;3;16;13;12;38;103;20627.9;205
Club Omnisports de Valbonne;COV;06;Valbonne;41;15.3;36;3;2;;;;14;27;0;51.44;0
Cosma Badminton Saint Laurent du Maroni;COSMABAD;973;Saint-Laurent-du-Maroni;66;26.5;31;11;24;;;6;25;35;0;247.77;270
Club Omni-sports Mun. Arcueil;COSMA;94;Arcueil;117;28.7;33;44;40;;3;23;19;72;47;1623.17;80
C.O.S.Marcilly;COSM;45;Marcilly-en-Villette;35;33.8;3;18;14;;;5;17;13;0;346.16;0
Corpo;CORPO68;68;Mulhouse;39;37.7;0;15;24;;;7;24;8;0;420.97;0
Corpo67;CORPO67;67;Strasbourg;63;36.3;0;32;31;;;3;39;21;8;295.33;0
Corpo;CORPO;31;Balma;52;38.6;0;21;31;;;6;41;5;0;547.29;0
Cercle Olympique Pleine-fougeres;COPF;35;Pleine-Fougères;63;26.8;25;13;25;;;2;21;40;0;143.74;165
Ssl La Concorde 1913 Duttlenheim;CONCOR;67;Duttlenheim;19;43.3;1;3;15;;;1;8;10;0;62.79;0
C. Olympique Multisport Bagneux;COMB;92;Bagneux;81;28.7;25;21;35;;5;12;25;39;116;2877.1;260
Club Omnisports de la Montagne;COM;974;La Montagne;16;32.3;5;3;8;;1;2;5;8;0;414.34;0
Colo Bad;COLOBAD;06;Colomars;46;34.4;11;5;30;;;2;15;29;4;96.96;0
C.o. Gargenville Badminton;COG;78;Gargenville;92;24.6;31;42;19;1;18;23;17;33;216;13925.9;357
Comité Départemental 07-26;CODEP 26/0;26;Valence;1434;28.0;547;366;521;8;92;238;403;693;1653;88200.1;0
Club Omnisports de Chatelus-Malvaleix;COCM;23;Châtelus-Malvaleix;15;31.5;1;9;5;;;2;8;5;0;30.04;0
C. O. Des Cheminots De L'est;COCEP;77;Chelles;160;25.4;71;47;42;3;12;18;27;100;125;11845.7;0
Centre Omnisports Chennevieres B;COCB;94;Chennevières-sur-Marne;80;30.3;26;23;31;;;2;18;60;0;184.17;100
Cabestany Olympique Culturel Badminton;COCB;66;Cabestany;6;55.5;0;1;5;;;;;6;0;0;0
Club Omnisports Chateau Du Loir;COC;72;Château-du-Loir;68;30.4;22;19;27;;3;7;19;39;44;872.28;0
Chabossiere Olympique Club;COC;44;Couëron;103;40.6;4;22;77;;1;8;43;51;18;529.23;0
Club Omnisports De Courcouronnes;COC;91;Courcouronnes;62;30.0;21;13;28;;;6;26;30;0;265.27;0
Colmar B.ra.;COBRA;68;Colmar;168;23.5;83;44;41;7;24;35;39;63;341;38127.2;355
Comité Badminton Club 72;COBAD72;72;Le Mans;0;0.0;0;0;0;;;;;;0;0;0
Come On Arthon Badminton;COABAD;36;Arthon;65;25.0;29;16;20;;8;23;21;13;119;5413.94;424
Club Omnisports Aiglon;COA;972;Le Lamentin;48;24.5;21;15;12;;8;12;16;12;108;4234.16;0
Châtel Multi-Sports;CMS;57;Châtel-Saint-Germain;27;19.5;17;4;6;;;;9;18;0;16.9;135
CMO La Foa Badminton;CMOLFB;988;La Foa;15;33.7;0;10;5;;;;10;5;0;32.41;0
Club Municipal De Floirac;CMF;33;Floirac;19;36.9;0;8;11;;;3;11;5;0;147.57;0
Champs sur Marne Badminton;CMB;77;Champs-sur-Marne;119;28.3;40;37;42;;7;9;36;67;4;3504.6;305
Cercle Laique Tourelles Orléans Badminton Event;CLTO.EVENT;45;Orléans;0;0.0;0;0;0;;;;;;0;0;0
Cercle Laïque des Tourelles Orléans Badminton;CLTO;45;Orléans;263;26.5;77;126;60;21;36;42;35;129;640;142337;718
Club Loisirs Tourlaville;CLT;50;Tourlaville;27;20.7;19;3;5;;1;3;8;15;0;324.44;185
Club Loisirs Badminton La Frenaye;CLBF;76;La Frénaye;59;27.2;24;14;21;;12;10;15;22;82;7872.44;414
Club Les Bois Furieux;CLBF;19;Seilhac;45;29.0;17;10;18;;;6;20;19;60;230.24;255
Club Loisir de Badminton de Dampierre;CLBD70;70;Dampierre-sur-Salon;0;0.0;0;0;0;;;;;;0;0;0
Chateau Landon Bc;CLBC;77;Château-Landon;58;24.9;29;8;21;1;7;17;7;26;112;7605.97;179
Cheyl'as Du Volant;CLAV38;38;Le Cheylas;31;27.7;15;3;13;;;;;31;0;0;0
Centre Loisirs et Animation Patay;CLAP;45;Patay;23;23.8;10;7;6;;;;6;17;0;10.38;165
Club des Jeunes de Puisaye Forterre - Badminton;CJPFBAD;58;Saint-Amand-en-Puisaye;12;33.1;3;1;8;;;;3;9;0;1.63;0
Club Jeunes Mont près Chambord Badminton;CJMBAD;41;Mont-près-Chambord;69;17.4;53;5;11;;2;5;19;43;62;423.44;306
Club Des Jeunes De Luneray;CJL;76;Luneray;32;27.5;12;9;11;7;3;3;10;9;47;50411.5;338
Club Jeunesse Indonesienne;CJI;988;Noumea;52;22.8;29;11;12;;9;7;19;17;0;4493.16;0
Cercle Jules Ferry;CJF;35;Saint-Malo;98;31.5;17;44;37;;8;11;14;65;40;3847.83;0
Club Islois De Badminton;CIB;84;L'Isle-sur-la-Sorgue;92;28.4;36;24;32;;6;10;23;53;114;3388.46;0
Ch'Grand Bad;CHGB69;69;Grandris;0;0.0;0;0;0;;;;;;0;0;0
Condé sur Huisne Badminton;CHB;61;Condé-sur-Huisne;0;0.0;0;0;0;;;;;;0;0;0
Les Chouettes Amis Badistes de Prayssas;CHABADAS47;47;Prayssas;32;27.4;13;9;10;;2;2;16;12;18;1234.67;255
Badminton Chauny;CHABAC;02;Chauny;127;27.9;57;23;47;;2;19;36;70;134;1696.48;304
Chateau Gontier Badminton Club;CGBC;53;Château-Gontier;181;22.6;102;29;50;;25;32;50;74;487;9173.97;782
Club Ganathain Badminton;CGB69;69;Genay;106;29.2;38;25;43;;3;17;29;57;84;1441.66;0
Club Fous Du Volant Vendome;CFVV;41;Vendôme;78;25.9;36;18;24;;4;16;20;38;96;2341.5;240
Cercle d'Education Sportive de Tours;CEST;37;Tours;233;21.8;105;92;36;22;30;28;31;122;698;185822;689
Courir en Lévézou;CEL;12;Villefranche-de-Panat;0;0.0;0;0;0;;;;;;0;0;0
Club Esperance Badm. Nogent;CEBN;10;Nogent-sur-Seine;66;22.2;40;10;16;;;2;22;42;0;114.15;240
Cercle De Badminton Strasbourg;CEBA;67;Strasbourg;113;24.7;50;37;26;6;27;23;15;42;209;35751.1;498
Chemin des Cimes;CDC;34;Montpellier;17;37.6;0;7;10;;;3;8;6;30;148.05;0
Cadets de Bretagne;CDBR.35;35;Rennes;0;0.0;0;0;0;;;;;;0;0;0
Comité Départemental 95;CD95;95;Eaubonne;2856;29.3;942;797;1117;42;170;324;699;1621;2412;323611;0
Comité Départemental 94;CD94;94;Créteil;3343;28.5;1102;1076;1165;52;194;366;719;2012;2387;334305;0
Comité Départemental 93;CD93;93;Les Pavillons-sous-Bois;2026;28.5;675;620;731;29;99;169;535;1194;1179;241215;0
Comité Départemental 92;CD92;92;Chaville;4587;28.4;1450;1581;1556;80;260;419;958;2870;3441;594244;0
Comité Départemental 91;CD91;91;Mennecy;4428;28.4;1586;1170;1672;38;266;523;1024;2577;1992;286459;0
Comité Départemental 89;CD89;89;Joigny;528;27.6;200;143;185;1;47;116;177;187;1069;30938.2;0
Comité Départemental 88;CD88;88;Plombières-les-Bains;611;25.3;266;177;168;9;44;133;170;255;1155;59830.4;0
Comité Départemental 87;CD87;87;Limoges;1645;29.2;518;493;634;13;168;278;526;660;2767;141367;0
Comité Départemental 86;CD86;86;Poitiers;845;27.9;282;272;291;9;55;129;222;430;1007;63767.8;0
Comité Départemental 85;CD85;85;La Roche-sur-Yon;1509;27.6;543;435;531;2;90;308;346;763;3077;50690.7;0
Comité Départemental 84;CD84;84;Saint-Romain-en-Viennois;1047;27.1;414;289;344;6;65;140;305;531;1530;55755.1;0
Comité Départemental 83;CD83;83;Brignoles;1190;33.0;312;311;567;21;59;89;270;751;793;108071;0
COMITE DEPARTEMENTAL 82;CD82;82;Montauban;589;27.3;249;129;211;1;17;50;166;355;413;10484.6;0
Comité Départemental 81;CD81;81;Albi;643;27.8;238;162;243;3;37;115;162;326;636;34110.6;0
Comité Départemental 80;CD80;80;Amiens;772;26.2;278;270;224;7;44;104;278;339;1630;55774;0
Comité Départemental 79;CD79;79;Niort;352;27.1;132;96;124;;21;47;77;207;239;9110.1;0
Comité Départemental 78;CD78;78;Élancourt;5001;29.1;1774;1246;1981;33;265;503;1351;2849;2544;268486;0
Comité Départemental 77;CD77;77;Melun;4343;27.9;1605;1179;1559;59;259;566;1123;2336;2683;408530;0
Comité Départemental 76;CD76;76;Saint-Pierre-le-Vieux;2432;27.3;925;708;799;45;198;357;595;1237;2417;357648;0
Comité Départemental 75;CD75;75;Paris;3595;28.6;852;1722;1021;37;236;430;879;2013;4658;344408;0
Comité Départemental 74;CD74;74;Annecy;1895;27.6;700;531;664;31;133;235;428;1068;2733;181873;0
Comité Départemental 73;CD73;73;Chambéry;956;28.5;346;264;346;9;54;104;291;498;1010;41556.9;0
Comité Départemental 72;CD72;72;La Flèche;1637;26.7;683;378;576;12;93;200;483;849;1776;91095.5;0
Comité Départemental 71;CD71;71;Germolles-sur-Grosne;681;27.1;267;176;238;4;71;101;199;306;1778;51043.2;0
Comité Départemental 70-90;CD70-90;90;Héricourt;766;25.2;340;185;241;5;68;119;200;374;1352;44942.1;0
